序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID,flag,dataID,FeatureID,DataSource,Score
1191,【处暑白天热豁豁 夜间夜雨体感舒】#成都午间天气#今日蓉城哪个管？副高说——我来！（目前成都地区受副热带高压内部东南风影响！）11时全市均温30.6℃。@成都气象 预计午后多云天持续，傍晚开始有分散性阵雨或雷雨，夜间西部、南部局部有有大到暴雨，并且伴有短时阵性大风。 ????????, 8月23日 12:32,14,5,2,iPhone 6s,FipF8jjDF,0,1724,-1508,2,0.807618098508671
1192,【重磅！刘备皇宫或在天府广场东北侧】#住在成都#刘备称帝成都以后皇宫位于何处？历史上一直存在不同说法。近日，成都市考古界再度传来重磅消息：三国时期蜀汉刘备的皇宫可能被找到了。蜀汉宫城遗址，极可能就在当年挖出石犀的天府广场东北侧、今四川大剧院附近一带。°三国考古又添新证据 蜀汉皇宫或在天府广场东... ????????, 8月23日 12:12,548,161,220,iPhone 6s,Fipx5tl44,0,1725,-1509,2,0.7709968428403884
1193,【共推“一带一路”建设 全面深化川港互利合作】#川港澳合作周#8月22日上午，以“自贸四川 机遇无限”为主题的川港澳合作周·走进香港暨“一带一路”国际合作四川推介会在香港举行。全国政协副主席梁振英，省委副书记、省长尹力出席推介会并致辞。26个双向投资和川港经贸合作项目在推介会上签约，签约金 ????????...展开全文c, 8月23日 11:31,34,4,6,iPhone 6s,Fipg89iid,0,1726,-1510,2,0.6721770107133687
1194,【西部文创中心咋建？成都将在港发布行动计划】#川港澳合作周#“天府成都 文创未来”成都建设国家中心城市西部文创中心专场活动，今天在香港举行。成都将发布《西部文创中心建设行动计划》。根据计划，成都将通过发展天府文化、加快产业布局、促进跨界融合、推进重点领域、建设文创金融、壮大市场主体 ????????...展开全文c, 8月23日 11:09,29,6,6,搜狗高速浏览器,Fip7x6Ko2,0,1727,-1511,2,0.6456665995844751
1195,【看成都车展公共交通更便捷 停车可到环球中心】#住在成都#成都车展开展期间，世纪城新会展中心范围内将实行凭证通行原则，非持证车辆（出租车除外）请勿驶入和停放。对于自驾前往的市民，请注意绕城高速锦城湖出口、天府大道沿线等多个路段都设有交通指示牌，引导私家车驶入环球中心停车场。在环球中 ????????...展开全文c, 8月23日 10:21,33,8,8,iPhone 6s,FioO0tP8F,0,1728,-1512,2,0.7544749898030609
1196,【成都三环路建102公里熊猫绿道 公交站台还有母婴台】#成都增绿十条#作为三环路扩能提升的第一阶段，熊猫绿道工程已于今年2月正式开工，计划今年12月底基本完成一期工程。将以“文化展示、生态景观、休闲游憩、体育健身、慢行交通”五大功能为主题，建成102公里绿道，形成5.1平方公里高品质城市绿地。 ????????...展开全文c, 8月23日 09:54,37,21,25,iPhone 6s,FioCJ2ptp,0,1729,-1513,2,0.7165221162945181
1197,【赞！神龙公司成都工厂第50000辆下线】#成都速度#昨日下午3点整，神龙公司成都工厂生产的第50000辆整车下线并缓缓驶出总装车间生产线，标志着自2016年9月7日成都工厂投产以来，东风标致4008、东风标致5008、东风雪铁龙天逸C5 Aircross三款车型已有50000辆新车入库并销售全国，神龙汽车成都工厂在创下 ????????...展开全文c, 8月23日 09:29,24,27,17,iPhone 6s,FiosTpvWs,0,1730,-1514,2,0.7174021557451338
1198,【涨姿势，古代50个词牌名由何而来？】#博闻广记#望江南，钗头凤，卜算子，长相思，风入松，浣溪沙，渔歌子，绿罗裙……不同的词牌有不同的平仄，看到这些美丽的词牌，你可曾想过它们因何得名？戳图↓↓ 收藏！ ????????据@人民网 ????????, 8月23日 08:56,54,8,19,iPhone 6s,FiofwBd21,0,1731,-1515,2,0.6968700069931895
1199,【截止今晨7时，成都主城区空气质量 优】#空气质量#@成都环保 说，根据成都市环境空气质量实时监测显示，截止时间8月23日7时主城区空气质量指数类别 优 空气质量实时数据详见http://url.cn/43PN6Kf ?????? ????????, 8月23日 08:28,7,2,5,iPhone 6s,Fio3NBTfj,0,1732,-1516,2,0.674266411003366
1200,#气象与生活#【西瓜性寒天凉莫多食】西瓜本身性凉，加上秋天人的胃肠道对寒凉食物的适应力下降，所以立秋后的西瓜应少吃，尤其是冰冻的西瓜，更不能像盛夏那样大快朵颐，否则易伤脾胃和引发其他疾病。西瓜所含的大量水分还会冲淡胃液，引起消化不良和胃肠道抵抗力下降。据@新华网, 8月23日 08:02,13,7,9,iPhone 6s,FinTmxu5w,0,1733,-1517,2,0.7413190962581186
1201,【多雨时段即将开启 成都的天气“猜不透”】#早安成都#未来两天，成都进入多雨时段，雨水主要集中在午后到夜间。@成都气象 预计今天阴天有阵雨或雷雨，南部部分地方有大雨到暴雨；24日晚阴天有中雨到大雨，局部地方暴雨，25日白天最高气温跌至28℃。雨天路滑，大家注意安全。【今日限行尾号3、8】 ????????, 8月23日 07:34,24,6,9,iPhone 6s,FinHTBp6k,0,1734,-1518,2,0.7472787473289073
1202,#晚安成都# 当青城山遇见流星雨， 你心动了吗？?? 晚安各位，晚安成都！@带你看VRO全景图片 ????????, 8月22日 23:44,58,59,186,iPhone 6,FikDm5ltD,0,1735,-1519,2,0.5807339568298906
1203,【聋哑夫妇卖熨斗糕20年，4个只要3块5】#网事聚焦#在重庆市渝中区较场口，有家哑巴熨斗糕，一直是一对聋哑夫妇在卖，已经20年了，4个喷香的熨斗糕只要3块5。载满了我们儿时记忆的熨斗糕，现在你还在哪里见过它？@梨视频L一手video的秒拍视频 ????????, 8月22日 22:50,37,55,146,微博 weibo.com,Fikhc3Vin,0,1736,-1520,2,0.7546906555920243
1204,#住在成都#色泽金黄，酥脆筋道，捏碎放在杂酱面里拌起吃！来哇，你们那儿叫它____？ ????????, 8月22日 22:11,13,105,32,微博 weibo.com,Fik1mpAy1,0,1737,-1521,2,0.7385385206660182
1205,【最爱的小吃：花生香辣酥】#美食成都#酥酥的辣椒和花生，光看着就馋的流口水啦！脆爽可口的小吃，也可以放在干锅里，当下酒菜和看剧零食再合适不过啦！马住！（好好吃）L好好吃的秒拍视频 ????????, 8月22日 21:30,32,6,23,微博 weibo.com,FijKIwZ84,0,1738,-1522,2,0.7094525607456714
1206,【史上最乱的头发！两位发型师奋战13小时】#网事聚焦#当美国爱荷华州这位16岁女孩到理发店时，发型师内心是崩溃的。因为曾患抑郁症，女孩很久没梳头，头发凌乱、打结，俩发型师清理8小时都没效果。第二天，女孩一度想剃光，不过被劝住了。又忙碌了5个小时，女孩笑了，“你们让我重新爱上了自己。（时间 ????????...展开全文c, 8月22日 20:47,10,21,30,微博 weibo.com,FijtgsPS7,0,1739,-1523,2,0.7991302350676656
1207,【听说你想骑游？这里有推荐地+ofo1元月卡免费领】#住在成都#??青龙湖、白鹭湾、锦城湖、双流白河湿地公园群、新津杨柳河绿道、温江田园绿道……初秋成都湿地骑游原来有这么多推荐地儿~哈哈，不止有这些，@成都发布 和@ofo小黄车成都 为大家的ofo月卡买单！助力环保，低碳出行，戳链接，限 ????????...展开全文c, 8月22日 20:06,11,22,17,微博 weibo.com,FijcCE0Ys,0,1740,-1524,2,0.7121149160748721
1208,【六集政论专题片《法治中国》第五集今晚播出】#法治中国# 第五集《公正司法》（下）将反映司法机关深入推进司法体制改革，推出一系列便民、利民举措，让人民群众在改革中获得实惠，立案难、执行难逐步破解，领导干部干预司法得到遏制。本集节目以习近平总书记关于依法治国的重要论述为精神内涵，重点 ????????...展开全文c, 8月22日 19:28,12,评论,4,搜狗高速浏览器,FiiXu99wZ,0,1741,-1525,2,0.7078305754397958
1209,【36种土豆新吃法】#美食成都#对于土豆控来说，没吃完这些土豆做法，人生都不完整~（热门美食精选 ??） ????????, 8月22日 18:50,96,11,43,搜狗高速浏览器,FiiHTfGIa,0,1742,-1526,2,0.5416559691874236
1210,【征稿启事↓↓第六届“未来科幻大师奖”等你来哦~】#住在成都#“未来科幻大师奖”于2012年创办，其初衷是为团结全国各类科幻群体，发现和培养更多科幻文学作家，促进科幻文学行业不断发展。2017@成都市互联网文化 携手赛凡科幻空间正式启动第六届“未来科幻大师奖”！刘慈欣、韩松、何夕 、姚海 ????????...展开全文c, 8月22日 18:14,15,8,10,搜狗高速浏览器,Fiith0iq7,0,1743,-1527,2,0.7341176785152554
1211,【注意！今晚成都有雷雨????西面还有暴雨】#住在成都#成都市气象台2017年8月22日16时00分发布第11号重要天气消息：预计22日夜间开始未来24小时内我市有一次分散性的雷雨天气，西部部分地方有暴雨，个别地方雨量可达100毫米以上。本次降雨主要发生在夜间，雷雨时伴有6级以上短时阵性大风，个别地方 ????????...展开全文c, 8月22日 17:39,11,17,18,搜狗高速浏览器,Fiiff5S6r,0,1744,-1528,2,0.7981708470468969
1212,【成都建设国家西部金融中心专场活动开始 将推动更多企业赴港上市】#川港澳合作周#22日下午3时许，“成都建设国家西部金融中心专场活动”正式开始。此次活动，邀请了香港中联办、香港财经事务及库务局、香港贸发局等嘉宾参与，还有众多企业家、金融专家现场解读金融趋势，港交所中国首席经济学家巴曙松 ????????...展开全文c, 8月22日 17:09,9,3,8,搜狗高速浏览器,Fii319Tgs,0,1745,-1529,2,0.7072840559671074
1213,【小龙虾“横行”德国柏林 吃货：放着我来！】#网事聚焦#德媒称，近日在柏林蒂尔加滕区出现大量小龙虾横行街头，德国生物多样性保护联盟称，对于柏林生态系统而言，小龙虾数量的大幅增加是一个问题。不过根据德国法规，禁止捕捉、烧烤这种小龙虾。°小龙虾“横行”德国柏林 德媒：“吃货”要坐不住... 听见吃货心碎的声音 ????????, 8月22日 16:50,8,23,12,搜狗高速浏览器,FihV9jRQc,0,1746,-1530,2,0.7188054596413522
1214,【看完立马坐直了！动画演示脊柱侧弯手术全过程！】#生活服务#保持正确坐姿非常重要，否则一旦发生脊柱侧弯，就会引起身体各种各样的问题！脊柱侧弯有多恐怖？看看手术全过程吧：切开皮肤后置入钢钉和矫正器……看完吓得马上坐直！（偶买噶视频）L全球视频大魔王的秒拍视频 ????????, 8月22日 16:10,107,95,38,搜狗高速浏览器,FihF37CTs,0,1747,-1531,2,0.7178734597901701
1215,【四川86家定点医疗机构接入国家异地就医结算系统】#连线四川#21日，从四川省人社厅获悉，全国跨省异地就医住院医疗费用直接结算联网接入工作顺利推进。近日，人社部发布基本医疗保险跨省异地就医住院医疗费用直接结算公共服务信息（第四期）。四川有86家定点医疗机构接入国家异地就医结算系统。 ????????, 8月22日 15:39,20,9,7,搜狗高速浏览器,Fihsq6Lzh,0,1748,-1532,2,0.6878602483568192
1216,【四川秋季大型综合人才招聘会25日、26日在成都举行】#连线四川#四川省人才交流中心消息，“才聚天府 职场起航”四川秋季大型综合人才招聘会将于8月25日、26日在四川省人才交流中心二楼大厅(成都市小南街99号)举行。据悉，参会单位主要有建筑、房产、装饰、建材、市政、园林、医药、卫生、生物、 ????????...展开全文c, 8月22日 15:05,40,47,7,搜狗高速浏览器,FiheNgRPn,0,1749,-1533,2,0.727862361171171
1217,【游宽窄巷子突发疾病众人相助 湖北市民写信感谢四川好人】#住在成都#8月9日，湖北徐复光和几个同事晚饭后去成都宽窄巷子看老建筑。刚到宽窄巷子不到5分钟，徐复光就出现了心慌、头昏、冒冷汗等症状，并很快陷入重度昏迷。正当同事一筹莫展时，周围市民帮忙买来了人丹丸和藿香正气水，停车场的保安买来 ????????...展开全文c, 8月22日 14:31,40,57,122,搜狗高速浏览器,Fih0Ktf2N,0,1750,-1534,2,0.7457275035704076
1218,【熊猫bus城市巡游活动在香港举行 香港市民：想去成都的街头走一走】#川港澳合作周#21日，香港中环天星码头，一辆特殊的巴士在街头亮相，这是一辆充满“成都风味”的巴士，车上不仅挂着成都的城市形象标识“太阳神鸟”、川剧脸谱，还有6名萌态可掬、穿着熊猫服装的 “熊猫人”，吸引了香港市民的目光。 ????????...展开全文c, 8月22日 13:55,58,27,27,iPhone 6s,FigMieOdA,0,1751,-1535,2,0.7554920343873799
1219,【太强了！106个多音字一句话全总结】#博闻广记#单、拗、巷、殷……这些字都怎么读，你都知道吗？这些字都不止一种读音！熟读106句话，掌握106个多音字↓↓ 转发收藏，考考小伙伴！据@人民网?????? ????????, 8月22日 13:15,47,6,22,微博 weibo.com,FigvNwqEt,0,1752,-1536,2,0.6166567163459807
1220,【这7类人最不宜吃冷饮，一定要记住】#生活服务#热天里，最大的凉爽莫过于吃上一口冷饮，然而这种行为却上了老中医的黑名单。@生命时报 邀请权威中医，提醒你吃冷饮过度带来的危害，并送上更健康的消暑法。 ????????, 8月22日 12:40,48,7,15,微博 weibo.com,FighAD68Q,0,1753,-1537,2,0.7171126444290876
1221,【午后有分散阵雨或雷雨 最高气温33℃】#成都午间天气#给点阳光，气温就升的季节，11时成都市均温29℃，较昨日同时上升4.4℃。@成都气象 预计午后最高气温可达33℃。随着气温的升高能量的积累，午后部分地方易出现对流天气，雨水比较分散，西部局部大雨，下午有外出计划的朋友随身带把伞哦。 ????????, 8月22日 12:15,13,4,5,搜狗高速浏览器,Fig7I98Sc,0,1754,-1538,2,0.7877095808570533
