序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID,flag,dataID,FeatureID,DataSource
56,“让九寨的伤痛像乌云渐渐消散，温暖的阳光已把希望照进九寨人民的心田。”8月24日，县委宣传部、县文体广新局组织的抗震救灾“乡音”宣讲团来到了漳扎镇漳扎村。 ????????, 8月24日 21:51,转发,评论,2,360安全浏览器,FiCKyq9z3,1,14995,801,12
57,九寨沟县7.0级地震发生后，中央、省州对九寨沟县应急救援、灾区群众临时安置及灾后重建等工作作出及时部署安排。　　如今地震已经过去半个月了，九寨沟县灾区群众安置情况怎么样？失业群众就业问题怎么解决？九寨沟县今年能不能如期脱贫摘帽？九寨沟县建设世界休闲度假旅游目的地的目标是否会动摇？ ????????...展开全文c, 8月23日 21:46,转发,评论,赞,360安全浏览器,Fiti42V05,1,14996,802,12
60,8月22日下午，九寨沟县7.0级地震过渡安置工作部署会在县委五楼会议室召开。O网页链接 ????????, 8月22日 23:05,转发,评论,1,360安全浏览器,Fiknzqruf,1,14999,803,12
61,8月21日晚，州委常委、县委书记、县7.0级地震抗震救灾应急指挥部总指挥长罗智波在县政府常务会议室主持召开县7.0级地震抗震救灾指挥部第十六次会议，会议认真听取各小组工作开展情况，研究部署下一阶段各项工作。 O网页链接 ????????, 8月22日 23:05,转发,评论,2,360安全浏览器,FiknsBrST,1,15000,804,12
62,8月20日晚，九寨沟县7.0级地震灾后恢复重建委员会筹备会在县委二会议室召开，会议对成立灾后恢复重建工作委员会及灾后重建相关事宜进行了深入研究和全面部署。州委常委、县委书记、县7.0级地震抗震救灾应急指挥部总指挥长罗智波主持会议并作重要讲话。O网页链接 ????????, 8月21日 21:24,1,评论,赞,360安全浏览器,FiahPFKxi,1,15001,805,12
63,8月20日下午，州委常委、县委书记、县7.0级地震抗震救灾应急指挥部总指挥长罗智波在九寨沟管理局主持召开抗震救灾安排部署会，听取前一阶段九寨沟管理局抗震救灾工作进展情况，研究部署当前抗震救灾和灾后恢复重建有关工作。九寨沟管理局局长赵德猛，县人大常委会主任汪世荣参加会议。 ????????...展开全文c, 8月21日 21:22,转发,评论,1,360安全浏览器,Fiahjdt9T,1,15002,806,12
64,8月19日晚，州委常委、县委书记、县7.0级地震抗震救灾应急指挥部总指挥长罗智波在县政府常务会议室主持召开县7.0级地震抗震救灾指挥部第十五次会议，会议听取了各组负责人工作汇报，并深入研究部署抗震救灾后续工作和灾后恢复重建等工作。O网页链接 ????????, 8月20日 21:58,转发,评论,赞,360安全浏览器,Fi15paZG3,1,15003,807,12
65,8月19日，距离九寨沟县7.0级地震过去不到半月，在九寨沟现代生态休闲农业产业园，500多亩高山雪菊迎风开放，40多名村民忙着采摘菊花。来自九寨沟县工商质量技术和食品药品监督管理局的数据显示，截至当日，全县除漳扎镇外，95%的个体工商户、企业等恢复营业，群众积极主动开展生产自救。 ????????...展开全文c, 8月20日 21:57,转发,评论,3,360安全浏览器,Fi153goIo,1,15004,808,12
66,8月19日，受省委省政府统一安排，省人民政府副省长朱鹤新在九寨沟县指导抗震救灾过渡安置和灾后恢复重建工作。他强调，要将妥善安置受灾群众放在首位，科学谋划和加快启动恢复重建工作。O网页链接 ????????, 8月19日 22:50,转发,评论,2,360安全浏览器,FhRZN6X77,1,15005,809,12
67,8月19日上午10点，九寨沟县7.0级地震灾后就业招聘会在九寨沟县新区文化艺术广场举行。州委常委、县委书记罗智波出席并宣布招聘会正式开始，县委副书记、县长陶钢，邛崃市人大常委会主任、邛崃市对口帮扶工作领导小组常务副组长刘忠，邛崃市委常委、统战部部长、总工会主席肖瑶出席招聘会。县委副书记谢 ????????...展开全文c, 8月19日 22:49,2,2,4,360安全浏览器,FhRZCb30m,1,15006,810,12
68,8月18日下午，九寨沟县7.0级地震抗震救灾工作推进会在县委五楼会议室召开，会议通报了前一阶段抗震救灾工作情况，研究部署下一步重点工作。州委常委、县委书记、县7.0级地震抗震救灾应急指挥部总指挥长罗智波主持会议并作重要讲话。县委副书记、县长陶钢，县人大常委会主任汪世荣，县政协主席葛林冲出 ????????...展开全文c, 8月18日 21:38,转发,评论,3,360安全浏览器,FhI67zK5o,1,15007,811,12
69,8月18日，州委常委、县委书记、县7.0级地震抗震救灾应急指挥部总指挥长罗智波深入草地乡各村查看地震灾情，慰问受灾群众和基层干部，检查指导过渡安置工作，鼓励广大干部群众要团结一心、英勇奋战，共同打赢抗震救灾这场硬仗。 ????????, 8月18日 21:38,转发,评论,1,360安全浏览器,FhI60sGk0,1,15008,812,12
70,8月16日晚，州委常委、县委书记、县7.0地震抗震救灾应急指挥部总指挥长罗智波在县委二会议室主持召开县7.0地震抗震救灾指挥部第十三次会议，传达省、州抗震救灾指挥部会议精神，研究部署全县过渡安置和灾后恢复重建阶段工作。 O网页链接 ????????, 8月17日 21:02,转发,评论,1,360安全浏览器,Fhyr93mlZ,1,15009,813,12
71,8月16日晚，州委书记刘作明在九寨沟县主持召开州、县抗震救灾指挥部联席会议，学习传达省委书记、省抗震救灾指挥部指挥长王东明同志，省委副书记、省长、省抗震救灾指挥部指挥长尹力同志来州视察重要讲话精神和省抗震救灾指挥部第五次会议精神，研究部署我州贯彻落实意见。州委副书记、州长杨克宁，州 ????????...展开全文c, 8月17日 21:02,2,评论,2,360安全浏览器,Fhyr080CP,1,15010,814,12
72,8月16日，省备灾中心、省救援队、州红十字会工作人员前往树正寨安置点和彭丰村月亮湾安置点慰问安抚群众，回访红十字会援助救灾物资发放、使用情况，核实救援物资的发放情况、发放手续是否齐全等内容。 ????????, 8月16日 20:52,1,评论,赞,360安全浏览器,FhoWylGRP,1,15011,815,12
73,为表达对救援部队的感谢，8月15日，九寨沟县举行送别抗震救灾部队官兵仪式。县委副书记、县长陶钢，县政协主席葛林冲和县人武部负责人参加送别仪式。 ????????, 8月16日 20:51,2,评论,2,360安全浏览器,FhoVZbJwh,1,15012,816,12
75,8月15日上午，九寨沟县在新区文化艺术广场举行7.0级地震遇难同胞公祭活动，沉痛悼念九寨沟县7·0级地震遇难同胞。新区文化艺术广场上，黑底白字的“沉痛悼念九寨沟县7·0级地震遇难同胞”的背景墙庄严肃穆。抗震救灾指挥部、抢险救灾部队、武警官兵、公安民警、救援队伍和民兵、遇难人员亲属代表和干部群 ????????...展开全文c, 8月15日 23:39,2,评论,6,360安全浏览器,FhgBEb3Fr,1,15014,817,12
76,8月15日，州委常委、县委书记罗智波在九寨沟景区和漳扎镇各受灾群众安置点检查指导灾后安置工作时强调，要严格按照省委“五有三防”要求，妥善安置好受灾群众。O网页链接 ????????, 8月15日 23:37,1,评论,2,360安全浏览器,FhgB1q0J6,1,15015,818,12
87,"8月13日，州委常委、县委书记罗智波又赶赴保华、永丰、安乐三乡检查指导抗震救灾工作,并慰问受灾群众和基层干部职工。O网页链接 ????????", 8月14日 23:07,转发,评论,6,360安全浏览器,Fh6Y6gtlK,1,15026,819,12
95,8月12日，州委常委、县委书记罗智波深入玉瓦片区检查指导“8·8”九寨沟地震抗震救灾工作。 ????????, 8月13日 17:10,1,评论,赞,360安全浏览器,FgVcR3XxR,1,15034,820,12
101,大爱无疆，感谢每一个伸出援手的陌生人, 8月13日 12:00,转发,评论,11,360安全浏览器,FgTb4piYT,1,15040,821,12
108,8月11日下午，带着对“8·8”九寨沟地震受灾群众的牵挂，州委常委、县委书记罗智波走进重灾区漳扎镇，看望慰问一线干部和受灾群众，指挥抗震救灾工作。此次“8·8”九寨沟地震，漳扎镇受灾最为严重，全镇多个村、社区遭受的灾情也最为突出和明显。罗智波先后走进牙扎村、丛牙村、永竹新村、牙屯村和中查 ????????...展开全文c, 8月12日 16:34,转发,评论,2,360安全浏览器,FgLxD5Ut4,1,15047,822,12
114,感谢有你//@攀大经管社管委: 祈福九寨！, 8月12日 12:02,转发,评论,44,360安全浏览器,FgJLrBsqs,1,15053,823,12
117,九寨沟县“8.8”地震抗震救灾指挥部办公室关于暂停接收救灾物资捐赠的补充公告社会各界爱心组织、企业、团体及爱心人士：由于道路受损，部分路段实行交通管制，物资运输极其困难，目前暂停接收救灾物资捐赠。若有正在运送途中的捐赠物资，请就近送往以下三个捐赠物资接收点：一、九寨沟安乐捐赠物 ????????...展开全文c, 8月11日 21:16,转发,评论,2,360安全浏览器,FgDXJFm4h,1,15056,824,12
127,【遇难者最新情况】????截至8月11日10时，“8.8”九寨沟地震遇难20人，其中14名遇难者已确认身份，6名正在核实身份。“8.8”九寨沟地震遇难人员名单（截至8月11日10时）序号 死者姓名 身份证号码 性别 年龄（岁） 家庭地址1 易玉兰 512921196007291120 女 57 四川省南充市顺庆区2 龙芯瑶 513224201 ????????...展开全文c, 8月11日 12:21,转发,2,3,360安全浏览器,FgAsIoa05,1,15066,825,12
129,九寨沟县“8.8”地震抗震救灾指挥部办公室关于暂停接受救灾物资捐赠的公告社会各界爱心组织、企业、团体及爱心人士：2017年8月8日，九寨沟县遭遇7级地震。一方有难，八方支援，社会各界爱心组织、企业、团体及爱心人士纷纷伸出援手，捐款捐物，为我县抢险救灾贡献了力量，为灾区群众坚定了信心，我 ????????...展开全文c, 8月11日 11:42,1,评论,1,360安全浏览器,FgAcG7CN5,1,15068,826,12
130,#8.8”九寨沟地震遇难人员名单#心系九寨# ??????????????截至8月10日18时，“8.8”九寨沟地震遇难20人，其中14名遇难者已确认身份，6名正在核实身份。“8.8”九寨沟地震遇难人员名单（截至8月10日18时）序号 死者姓名 身份证号码 性别 年龄（岁） 家庭地址1 易玉兰 512921196007291120 女 57 四川省南充 ????????...展开全文c, 8月10日 22:30,1,5,10,360安全浏览器,Fgv1oEjwK,1,15069,827,12
132,广大群众：九寨沟“8·8”地震以后，有关方面对九寨沟景区各海子水位情况进行了密切监测。水情变化在水文部门和九管局监管之下。县委、县政府邀请了国家级地震、地质学家对诺日朗瀑布等地段分析研判，结论是无坍塌危险。特此公告。请看到公告的群众相互转告。????????????九寨沟县委县政府 ????????, 8月10日 21:43,2,1,2,360安全浏览器,FguI4bNRh,1,15071,828,12
142,公????告2017年8月8日21时19分49秒，九寨沟县发生7级地震。灾情发生后，县委、县政府紧急启动地震应急预案，实施1级响应，及时成立“8·8”九寨沟地震应急指挥部（以下简称指挥部），全力组织力量开展救援工作。目前，九寨沟县正处于紧急救援阶段，各项抢险救灾工作正有序开展。根据“8·8”九寨沟地震 ????????...展开全文c, 8月10日 15:19,1,评论,赞,360安全浏览器,FgsctfB4N,1,15081,829,12
162,//@四川经济日报: #四川资讯# #心系九寨# 理性救援，四川有序推进抗震救灾志愿服务??????查看图片, 8月10日 10:38,1,评论,3,360安全浏览器,FgqmpcDTq,1,15101,830,12
168,//@四川发布: #四川九寨沟7.0级地震#省交通运输厅发布截至晚上22时，全省高速路网信息。, 8月9日 23:08,转发,评论,12,360安全浏览器,FglQkAnfG,1,15107,831,12
173,转发微博, 8月9日 21:56,转发,评论,2884,360安全浏览器,FglmUgywV,1,15112,832,12
174,“8·8”九寨沟地震灾情专报??州政府应急办：截至8月9日18时00分，经初步核查，“8·8”九寨沟地震已致19人死亡（其中游客6人、本地群众2人、身份不明11人），263人受伤（10人重伤，其中危重3人，253人轻伤），死亡游客遗体已全部转运至县殡仪馆，死亡和受伤情况主要发生在漳扎镇辖区内，同时，经仔细 ????????...展开全文c, 8月9日 21:10,转发,评论,2,360安全浏览器,Fgl4hbZo1,1,15113,833,12
178,//@央视新闻: #四川九寨沟7.0级地震#【19名遇难者中8人为游客 遗体已转运至殡仪馆】截至今天13时，经初步核查，地震已致19人遇难(其中游客8人，本地群众2人，身份不明9人)，收治伤员247人(含1名法国籍、1名加拿大籍)。遇难游客遗体已转运至县殡仪馆，死亡和受伤主要发生在漳扎镇辖区内。(央视记者杨妮), 8月9日 17:45,转发,3,4227,360安全浏览器,FgjIYxTr8,1,15117,834,12
184,祈福九寨，感恩有你们！, 8月9日 17:14,1,2,5,360安全浏览器,FgjwGtG3H,1,15123,835,12
185,痛心，但不放弃！愿九寨早日恢复美丽！, 8月9日 17:10,1,1,55,360安全浏览器,Fgjv66lrg,1,15124,836,12
187,九寨沟县财政局关于接受社会爱心捐赠相关事宜的公告九寨沟县抗震救灾指挥部：2017年8月8日21时19分，在九寨沟县发生7.0级地震。灾情发生后，社会众多爱心人士十分关注灾区救援救助工作，并表达了捐款的意愿。为畅通捐款渠道，现将捐款方式公布如下。户名：九寨沟县财政预算内存款户捐款账号：211 ????????...展开全文c, 8月9日 16:45,转发,1,6,360安全浏览器,FgjkLbhA4,1,15126,837,12
